id1,id2
1177,0
1977,1
4323,2
1616,3
2660,4
4967,5
882,6
1409,7
1618,8
1287,9
1346,10
677,11
1467,12
3768,13
4095,13
1040,14
4799,15
4994,16
3592,17
201,18
3256,19
1572,20
3143,21
82,22
4373,23
127,24
3764,25
1708,26
1241,27
2809,28
1177,29
4164,30
2333,31
4428,32
1731,33
1040,34
3955,35
201,35
2459,36
271,37
373,38
1929,39
4798,40
4095,41
1489,42
3990,43
1746,44
1040,45
1040,46
1287,48
3883,49
4095,50
1334,51
639,52
1740,53
1028,54
180,55
3226,56
4252,57
3609,58
4798,59
1040,60
1114,61
4688,62
3451,63
1916,64
3732,65
4395,66
4868,67
898,68
1877,69
4840,70
2338,71
2549,72
2259,73
3449,74
3449,75
4759,77
2486,78
109,78
3412,80
3072,81
4771,82
3256,83
3955,84
1616,85
1040,86
2605,87
3730,88
596,89
779,90
2214,91
3381,92
2272,93
4772,94
3226,95
3734,96
898,98
846,99
2319,100
4840,101
2464,102
2472,103
4920,104
1404,106
179,107
854,108
4077,109
3205,110
2534,111
2203,112
3057,113
2263,114
896,115
4071,116
3006,117
2340,118
31,119
3675,120
1899,121
3059,122
3044,123
1040,123
3764,124
2397,125
1478,126
3194,127
1507,128
4009,129
1864,130
910,131
2608,132
2886,133
4800,134
3352,135
1845,136
1040,137
4683,138
3076,139
1821,140
2861,141
2427,143
69,144
4017,145
4251,146
3380,147
1521,148
4095,149
201,150
4095,151
1756,152
1478,153
2914,154
1040,155
66,156
1115,157
3226,158
3272,159
2928,160
676,162
3399,163
520,164
918,165
4907,166
2353,167
2650,168
4237,169
2249,171
4095,172
1657,173
4341,174
13,175
4373,176
2609,177
2897,178
3477,180
2867,181
2632,182
1715,183
2549,184
3102,185
614,187
1320,188
4690,189
3757,190
2237,191
161,192
3451,193
1570,194
3205,195
559,196
3067,198
1895,199
2846,200
845,201
4608,203
313,204
318,205
5013,206
854,208
1799,209
1705,210
1124,212
779,213
3524,214
4359,215
693,216
4143,218
4882,219
4547,220
3000,222
4402,223
4095,224
4095,225
4596,226
1040,227
4095,228
2287,229
3622,230
4959,231
1891,232
437,233
676,234
271,235
2968,236
192,237
2970,238
1797,239
432,240
1022,241
339,242
2305,243
959,244
4840,245
3567,246
2985,247
1357,248
3945,249
751,250
2549,251
1110,252
4519,253
3708,254
4563,255
4201,256
2363,257
3256,258
1294,259
1962,260
2340,261
759,262
4602,263
4373,264
881,265
3924,267
4095,268
3228,269
1040,270
276,271
5001,272
3525,274
3732,276
5054,277
931,278
1884,279
4095,280
2022,281
3315,282
1571,283
3546,284
3985,285
4547,286
2970,287
1040,288
1626,289
1091,290
1168,292
4095,293
3009,294
182,296
705,297
4095,298
4851,300
3315,301
2467,302
3743,303
4922,304
3388,305
4098,306
1640,307
2771,308
3850,310
5090,311
1421,312
3262,314
2003,315
5039,316
2296,317
3622,318
4095,319
3230,320
2079,321
2373,322
4520,324
345,325
1186,327
69,328
274,329
2985,330
2810,331
115,332
1161,333
1040,334
2928,335
706,336
789,337
3958,338
1735,339
4808,340
1040,342
3990,343
461,344
1019,345
4864,345
4883,346
3179,347
3226,348
405,349
4776,350
3191,351
1973,351
2549,352
2305,353
619,354
4311,355
4811,356
2827,357
823,358
3157,361
985,363
247,364
2163,365
2479,366
1932,367
4707,368
1086,369
1040,370
2745,371
2147,372
4095,374
5107,375
2422,376
4237,377
2498,378
4840,380
3226,381
305,382
2132,383
4095,384
1501,385
3441,386
106,387
4095,388
2585,390
4598,393
3995,394
1572,395
4560,396
2721,397
1664,398
1626,399
2760,401
4095,402
201,403
854,404
1416,405
2165,405
1040,407
4660,408
1759,410
562,411
2244,413
1592,414
4095,415
3256,416
3202,417
4811,418
1464,421
1177,422
1986,423
3938,424
4402,427
2124,428
4613,429
3218,430
96,433
439,434
686,436
608,438
1705,439
4095,440
4658,442
615,443
1548,444
1458,445
2487,446
705,448
2001,449
345,450
3995,451
1151,452
3546,453
123,455
1916,457
2199,457
1955,458
4768,459
4367,460
3698,461
1868,462
4965,463
1040,464
2124,466
3844,467
4292,468
180,469
747,470
1251,471
405,473
4688,475
432,477
1277,479
4660,480
1349,481
4125,482
4095,483
2426,484
1064,485
1797,486
1040,487
3454,488
4165,489
1059,491
1457,491
4095,492
3253,493
4368,494
2745,495
2373,496
1040,497
3438,499
2630,499
2227,499
2549,501
298,502
3102,504
1756,505
4095,507
1551,509
1186,510
2743,510
5101,510
1694,510
4202,511
2477,513
1040,514
4095,515
3837,516
1694,517
1868,518
4600,519
1501,520
2352,521
3415,523
1616,524
2031,525
4165,526
522,527
4991,528
1601,529
1821,530
676,532
4373,533
3444,534
1336,535
4441,536
2980,537
4842,538
66,539
2079,540
1089,541
481,542
614,543
392,544
3546,545
1509,546
3226,547
676,548
1583,549
3076,550
4838,551
3598,553
1223,554
4095,555
4311,556
4036,557
968,558
1404,559
1420,560
4095,562
1750,563
3121,564
4598,566
1040,569
2125,570
4395,571
2202,572
4095,573
5056,574
13,575
3044,576
1040,576
1006,577
4095,578
1986,579
1634,580
1694,581
1571,582
3748,583
1019,584
4864,584
4938,585
1139,586
737,587
4849,588
3197,589
3226,590
3041,591
3525,592
4002,593
2773,595
4583,596
4257,597
4165,599
4095,600
3142,601
2244,602
2079,603
734,604
3093,606
3560,607
3609,608
481,612
494,613
3643,614
4788,615
278,616
3529,619
2036,620
1955,621
4260,622
4095,624
2837,625
2752,626
2009,627
2504,628
4239,629
562,630
345,631
1121,632
2270,633
4395,634
3193,635
3009,636
3099,638
4146,639
4135,639
5054,639
4184,640
4864,641
1019,641
570,642
3217,643
1459,647
3873,648
4725,651
788,652
4095,654
437,655
2083,656
1626,657
3597,658
1460,659
4546,660
2866,661
4095,662
1685,663
4095,666
4095,667
1493,669
3023,670
1228,671
3958,673
2606,675
4449,676
1022,676
4143,677
1501,678
212,679
3730,680
1869,681
3939,685
2766,687
683,688
1357,690
1040,692
3893,693
4373,695
505,696
3082,697
1305,698
4095,699
3901,700
4095,701
4095,702
4095,703
1040,704
4757,705
4095,706
3226,707
1657,708
4386,710
2893,711
590,713
4143,714
1730,715
345,716
4371,717
1040,719
4436,720
1177,721
298,722
3683,723
160,724
157,725
4178,726
1228,727
2924,728
1186,729
2743,729
5101,729
1694,729
83,729
3913,730
4301,731
2954,732
960,733
2398,734
1758,736
1177,737
4840,739
2249,741
3923,742
3212,743
4400,744
1418,745
4972,746
824,747
2202,748
910,749
3003,750
2770,752
1040,753
471,754
1605,756
1137,757
1889,758
1766,759
2991,760
1844,760
2162,761
2408,762
2472,763
4799,764
1977,765
2249,766
4124,767
3172,768
3226,769
1428,771
3565,773
3260,774
4095,776
4607,777
1868,778
1892,779
4095,780
1524,781
786,782
388,783
4095,784
1597,785
2865,787
2743,788
4922,790
2424,791
3834,792
271,793
1250,795
2087,796
1186,797
2743,797
5101,797
1694,797
22,798
4439,800
2549,801
2923,803
260,804
116,805
276,807
3226,809
2467,810
1835,812
1997,813
4516,814
1853,816
663,817
3465,818
3749,819
4095,820
4150,821
33,822
4565,824
2477,825
3131,826
2446,827
4274,827
2752,829
2620,830
4512,831
4373,832
4252,833
1694,834
1186,834
3701,836
1955,838
2632,840
1657,841
4095,842
955,844
1186,845
2743,845
5101,845
1694,845
4279,847
3305,849
5083,850
4165,852
1357,854
3222,856
3777,859
2302,860
3565,861
2543,862
1431,863
1486,864
3573,865
4707,866
3345,867
2376,868
3479,870
4270,871
2810,872
4253,873
4767,875
4095,877
1040,878
4116,879
1040,880
4479,883
2305,884
722,884
352,885
4987,886
1955,887
1040,888
5057,889
3215,890
189,891
4672,892
4707,894
1650,895
963,896
1177,897
2486,898
818,899
1186,900
1694,900
536,901
82,903
4547,904
2079,905
4563,906
1891,907
3059,908
1445,909
118,910
2220,912
1868,913
3099,916
432,917
4607,919
5108,920
910,921
1960,923
3181,924
1378,925
1556,928
290,929
798,930
3032,932
1524,932
2079,933
4971,934
4095,935
5113,936
1785,937
2095,938
1310,940
5029,941
3381,942
5051,947
1040,949
1530,951
1721,952
3689,953
3513,954
4798,955
672,956
4949,958
481,959
4725,960
4936,961
2287,962
4095,963
4885,964
5096,965
5046,966
4819,968
1996,969
2038,971
2651,972
638,973
2773,974
2589,975
948,976
2494,977
4393,978
4932,979
13,980
1794,981
161,982
3148,983
2746,984
2221,985
201,986
855,987
4332,989
3002,991
3557,993
3226,994
3337,995
4287,996
4095,998
3923,999
3762,1000
2079,1001
1972,1002
907,1003
3064,1005
1630,1006
201,1008
3226,1009
3466,1010
4373,1011
246,1012
629,1013
4868,1014
2541,1015
3226,1018
4121,1019
2016,1020
2428,1021
4095,1022
1412,1023
255,1024
3459,1025
3200,1026
3325,1027
4095,1028
1664,1029
1921,1030
1850,1033
2146,1035
1177,1036
2889,1037
2110,1038
25,1039
2510,1040
1828,1041
4095,1042
4324,1043
3871,1044
1759,1045
2327,1046
3609,1048
2983,1049
2669,1050
3784,1051
175,1052
4095,1053
1140,1054
193,1055
3856,1056
4130,1057
424,1058
3857,1060
1257,1061
4095,1063
3802,1065
5097,1068
1818,1070
4637,1071
2752,1073
3037,1074
1357,1075
1463,1076
1619,1077
3908,1078
4793,1081
3229,1082
505,1083
3173,1085
2632,1086
2631,1087
4109,1088
42,1090
3226,1091
4095,1097
4095,1098
1986,1099
276,1100
1204,1101
3096,1102
3492,1103
4356,1104
3993,1105
1968,1106
544,1107
1373,1108
3103,1110
1022,1111
127,1112
1705,1113
4150,1114
2486,1115
109,1115
1040,1116
3438,1117
2630,1117
2227,1117
4229,1118
1353,1120
676,1121
2892,1122
2773,1123
4095,1124
4547,1125
2333,1126
3286,1127
1759,1129
2385,1130
1040,1131
4695,1132
1694,1133
2201,1134
4767,1135
2986,1136
4520,1138
1907,1139
201,1140
8,1142
1375,1143
2505,1144
481,1146
2030,1148
4651,1149
253,1149
1177,1150
2263,1153
4393,1154
2108,1156
5059,1157
2833,1159
1563,1160
907,1161
1040,1162
3977,1163
3090,1164
4621,1165
2970,1167
1705,1168
4493,1169
4965,1170
4165,1173
1151,1174
4095,1176
438,1177
3312,1178
2827,1179
910,1180
1051,1181
4125,1183
3432,1184
4517,1186
2906,1187
4245,1188
4499,1189
1583,1190
1592,1191
2486,1192
109,1192
1614,1194
1320,1195
3480,1197
77,1198
2800,1199
292,1200
1783,1201
3944,1202
3609,1203
505,1206
263,1206
1746,1208
4095,1210
4393,1212
1357,1213
4713,1215
2852,1217
618,1218
2468,1219
4095,1220
2019,1222
3910,1223
74,1224
2380,1225
4646,1227
4560,1229
