id1,id2
2123,0
1470,1
440,2
463,3
973,4
1146,5
1698,6
1671,7
177,8
2485,9
1244,10
1258,11
675,12
607,13
2086,14
622,15
1667,16
1225,17
30,18
2017,19
614,20
1695,21
1237,22
473,23
323,24
1184,25
2022,26
1028,27
2448,28
1124,29
2512,30
1916,31
1824,32
580,33
127,34
617,35
590,36
1046,37
931,38
65,39
2535,40
2274,41
1277,42
1058,43
728,44
1059,45
1713,46
918,47
2488,48
5,49
1743,50
527,51
862,52
799,53
1891,54
1077,55
1180,56
754,57
1414,58
2303,59
1791,60
2065,61
932,62
2344,63
820,64
1109,65
1741,66
2259,67
794,68
1602,69
1284,70
792,71
1660,72
1938,73
1649,74
1460,75
1013,76
1251,77
557,78
1777,79
1711,80
1843,81
865,82
1999,83
1353,84
2287,85
2078,86
1576,87
891,88
2006,89
1571,90
115,91
1131,92
372,93
710,94
1569,95
2439,96
2575,97
394,98
1704,99
1786,100
1378,101
186,102
877,103
1089,104
1063,105
1269,106
2362,107
2267,108
485,109
1717,110
138,111
1882,112
2407,113
672,114
1200,115
2194,116
0,117
266,118
2541,119
591,120
2254,121
1672,122
2304,123
2533,124
1075,125
1235,126
1385,127
1591,128
2044,129
569,130
1045,131
700,132
969,133
1128,134
1565,135
908,136
758,137
324,138
612,139
384,140
1445,141
1615,142
457,143
587,144
912,145
1286,146
58,147
1407,148
1141,149
109,150
1679,151
742,152
554,153
619,154
1149,155
979,156
741,157
1762,158
24,159
1749,160
1678,161
348,162
1023,163
278,164
499,165
1087,166
204,167
551,168
1740,169
81,170
2486,171
650,172
827,173
362,174
1158,175
133,176
496,177
789,178
978,179
520,180
1132,181
2465,182
191,183
1835,184
437,185
1348,186
534,187
2357,188
142,189
2115,190
2387,191
230,192
491,193
1818,194
895,195
817,196
101,197
2450,198
1126,199
632,200
1874,201
335,202
2223,203
543,204
1670,205
1502,206
385,207
1702,208
166,209
2245,210
1248,211
2381,212
232,213
379,214
1215,215
1476,216
1693,217
639,218
269,219
2369,220
1598,221
1896,222
484,223
1436,224
2131,225
934,226
1992,227
2477,228
1139,229
1596,230
2181,231
1577,232
350,233
2374,234
562,235
751,236
764,237
598,238
445,239
1283,240
1393,241
1049,242
746,243
1315,244
377,245
206,246
1608,247
221,248
1866,249
1429,250
357,251
150,252
2350,253
185,254
1541,255
1468,256
1699,257
1044,258
731,259
1668,260
1000,261
690,262
56,263
390,264
2316,265
1908,266
581,267
2098,268
2464,269
2050,270
767,271
125,272
2082,273
949,274
1208,275
205,276
2212,277
2513,278
1242,279
1088,280
381,281
1008,282
1958,283
2284,284
428,285
2527,286
747,287
583,288
2090,289
1462,290
1920,291
310,292
343,293
326,294
549,295
1855,296
308,297
2253,298
1453,299
354,300
143,301
1869,302
1879,303
1892,304
1586,305
1530,306
2364,307
1744,308
97,309
89,310
73,311
1337,312
1694,313
2048,314
1064,315
870,316
462,317
812,318
655,319
1080,320
1172,321
1561,322
1020,323
1691,324
1167,325
1574,326
1532,327
2520,328
1164,329
1231,330
579,331
1356,332
2042,333
934,334
299,335
110,336
2536,337
1056,338
620,339
1480,340
165,341
2371,342
775,344
706,345
2302,346
1180,347
2522,348
2592,349
1573,350
2218,351
16,352
1040,353
1333,354
1175,355
54,356
423,357
943,358
1199,359
48,360
2136,361
1342,362
277,363
1281,364
1489,365
1479,366
1897,367
2272,368
460,369
563,370
283,371
2178,372
2421,373
1366,374
2012,375
712,376
2080,377
925,378
2315,379
1696,380
2478,381
1103,382
374,383
267,384
1290,385
452,386
2482,387
1682,388
1988,389
1697,390
2113,391
1222,392
2501,393
1383,394
974,395
584,396
1841,397
152,398
1919,399
921,400
493,401
1871,402
509,403
2560,404
1948,405
44,406
179,407
1776,408
2394,409
1387,410
750,411
936,412
45,413
648,414
1912,415
2539,416
2389,417
526,418
2273,419
695,420
2447,421
604,422
442,423
1707,424
2024,425
1443,426
1837,427
609,428
1161,429
1154,430
2589,431
589,432
452,433
2599,434
846,435
2429,436
1588,437
601,438
452,439
2587,440
2268,441
1567,442
1409,443
1317,444
595,445
582,446
2235,447
1173,448
1939,449
1654,450
2473,451
642,452
1636,453
1267,454
715,455
330,456
1547,457
450,458
1644,459
1272,460
2356,461
2155,462
147,463
122,464
1469,465
1674,466
881,467
1974,468
2487,469
290,470
1929,471
714,472
1121,473
894,474
2240,475
1448,476
529,477
893,478
1978,479
2359,480
1811,481
915,482
511,483
2377,484
634,485
2184,486
2312,487
1624,488
2399,489
2176,490
2087,491
1537,492
1733,493
926,494
898,495
1223,496
2562,497
1935,498
86,499
662,500
1986,501
1372,502
2567,503
2454,504
1633,505
2528,506
113,507
787,508
1900,509
466,510
1755,511
386,512
386,513
574,514
2401,515
2144,516
1328,517
1377,518
2055,519
2257,520
1720,521
938,522
2260,523
898,524
1687,525
387,526
575,527
2266,528
254,529
1681,531
1987,532
1345,533
1127,534
2613,535
193,536
522,537
1249,538
2451,539
1327,540
1688,541
2594,542
982,542
199,543
977,544
446,545
2391,546
653,547
286,548
178,549
136,550
653,551
866,552
866,553
1250,554
2608,555
2028,556
1656,557
1881,558
2343,559
850,560
178,561
826,562
1328,563
653,564
433,565
2514,566
1403,567
1039,568
2561,569
2455,570
481,571
2327,572
1739,573
962,574
405,575
229,576
1829,577
2074,578
1802,579
183,580
823,581
2046,582
183,583
535,584
272,585
449,586
670,587
666,588
1753,589
927,590
644,591
46,592
2181,593
1310,594
2144,595
117,596
781,597
2583,598
2583,599
2436,600
1834,601
853,602
1305,603
1328,604
1844,605
541,607
2099,608
1296,609
902,610
1945,611
2035,612
1057,613
1648,614
2434,615
2580,616
1313,617
748,618
2424,620
2507,621
691,622
1828,623
1725,624
2537,625
986,626
2071,627
1435,628
1019,629
1928,630
1611,631
1319,632
224,633
1500,634
1210,635
658,636
805,637
182,638
525,639
727,640
1773,641
1037,642
1516,643
576,644
1603,645
903,646
633,647
1688,648
653,649
276,651
88,652
1832,654
828,655
276,656
498,657
399,658
155,659
1236,660
2257,661
1431,662
1229,664
358,665
2079,666
2433,667
1420,670
1275,671
43,672
1067,673
292,674
434,675
1511,676
699,677
149,678
244,679
944,680
2039,681
1413,682
2428,683
719,684
145,685
227,686
2040,687
1278,688
1098,689
1797,690
1589,691
2011,692
1769,693
1651,694
1690,695
1253,696
2105,697
643,698
134,699
370,700
2215,701
845,702
2068,703
2354,704
1803,705
1790,706
1758,707
1392,708
1170,709
626,710
556,711
196,712
1827,713
2467,714
1883,715
859,716
849,717
406,718
75,719
786,720
1437,721
1756,722
2206,723
251,724
2285,725
2189,726
1006,727
61,728
1703,729
2153,730
1238,731
337,732
161,733
869,734
516,735
797,736
1485,737
2181,738
187,739
730,741
20,742
519,743
6,746
2163,747
1585,748
188,749
1719,750
952,752
2489,753
1817,754
797,755
1114,756
295,757
1857,759
225,760
1451,761
539,762
1388,763
1301,764
2591,765
1270,766
1352,767
2188,768
2120,769
930,770
1830,771
305,772
831,773
1509,774
844,775
2271,776
1471,777
1972,778
2207,779
1138,780
2140,781
1664,782
1390,783
1781,784
106,785
2001,786
2493,787
409,788
701,789
1011,790
1439,791
1344,792
1944,793
1026,794
1005,795
784,796
2420,797
1153,798
107,799
2002,800
487,801
1207,802
1368,803
2003,804
2432,805
25,806
1859,807
2352,808
63,809
82,810
1187,811
250,812
239,813
2499,814
1487,815
2085,816
994,817
1182,818
1147,819
302,820
923,821
1209,822
2476,823
319,824
2171,825
774,826
568,827
2186,828
2297,829
1737,830
2104,831
60,832
2199,833
1653,834
1457,835
760,836
896,837
2049,838
1669,839
435,840
852,841
1796,842
2417,843
1343,844
42,845
2126,846
263,847
1815,848
757,849
843,850
2216,851
2180,852
733,853
1862,854
856,855
1760,856
1183,857
1975,858
945,859
738,860
2141,861
1846,862
1268,863
769,864
890,865
87,866
1962,867
2190,868
2358,869
1775,870
504,871
1484,872
1538,873
1536,874
2226,875
1094,876
985,877
1433,878
2114,879
1594,880
1969,881
1219,882
873,883
954,884
216,885
1971,886
417,887
195,888
2308,889
152,890
1774,891
1085,892
605,893
1646,894
2038,895
564,897
57,899
2116,900
1963,901
427,902
1979,903
1069,905
1135,906
801,908
2099,910
475,911
452,912
448,913
39,914
771,915
344,916
1086,917
2255,918
1033,919
624,920
2411,921
2380,922
1381,923
2391,924
498,925
1688,926
653,927
2159,928
1375,929
2577,930
963,931
507,932
836,933
2089,934
2145,935
2291,936
1162,937
1792,938
1553,939
2495,940
456,941
1782,942
1930,943
32,944
1072,945
2200,946
1555,947
791,948
988,949
103,950
436,951
1347,952
298,953
347,954
328,955
2600,956
2201,957
325,958
1715,959
2593,960
2156,961
772,962
70,963
630,964
174,965
2124,966
2102,967
1032,968
2444,969
1029,970
252,971
2376,972
410,973
419,974
2332,975
2416,976
483,977
625,978
1528,979
361,980
1833,981
961,982
170,983
1477,984
514,985
2013,986
599,987
352,988
1316,989
1933,990
470,991
1854,992
2372,993
2052,994
732,995
1889,996
1055,997
839,998
1728,999
2412,1000
829,1001
1510,1002
465,1003
913,1004
1657,1005
638,1006
2408,1007
533,1008
1839,1009
993,1010
1766,1011
226,1012
1582,1013
2331,1014
809,1015
397,1016
1259,1017
208,1018
1051,1019
256,1020
729,1021
2442,1022
2553,1023
1795,1024
2397,1025
2595,1026
806,1027
2378,1028
1421,1029
1196,1030
1440,1031
2119,1032
2490,1033
1826,1034
542,1035
218,1036
2379,1037
2426,1038
1070,1039
35,1040
1950,1041
538,1042
641,1043
158,1044
1273,1045
2341,1046
1181,1047
1481,1048
1507,1049
640,1050
420,1051
356,1052
1360,1053
207,1054
327,1055
2330,1056
872,1057
100,1058
2590,1059
1002,1060
793,1061
586,1062
1336,1063
124,1064
2510,1065
1997,1066
1981,1067
2340,1068
1810,1069
380,1070
2383,1071
744,1072
2143,1073
1117,1074
515,1075
565,1076
694,1077
2382,1078
1650,1079
1970,1080
1197,1081
1349,1082
2406,1083
1467,1084
822,1085
1298,1086
72,1087
1428,1088
531,1089
2033,1090
2146,1091
1120,1092
1,1093
664,1094
1858,1095
2187,1096
1631,1097
960,1098
128,1099
391,1100
2185,1101
814,1102
495,1103
811,1104
1620,1105
253,1106
1048,1107
2246,1108
2472,1109
1592,1110
788,1111
1263,1112
430,1113
2129,1114
2256,1115
2375,1116
2000,1117
1497,1118
1662,1119
1641,1120
2554,1121
892,1122
1201,1123
2492,1124
3,1125
2440,1126
2061,1127
2132,1128
413,1129
171,1130
900,1131
15,1132
47,1133
1294,1134
766,1135
1472,1136
1165,1137
1812,1138
858,1139
2263,1140
1924,1141
2530,1142
2311,1143
2118,1144
815,1145
597,1146
34,1147
1136,1148
23,1149
1729,1150
1264,1151
971,1152
2606,1153
2456,1154
1054,1155
854,1156
2385,1157
1666,1158
2494,1159
545,1160
2571,1161
2154,1162
2404,1163
18,1164
376,1165
2152,1166
2558,1167
1091,1168
790,1169
768,1170
935,1171
1456,1172
702,1173
1872,1174
2321,1175
28,1176
740,1177
2460,1178
7,1179
518,1180
431,1181
317,1182
1752,1183
1731,1184
1885,1185
976,1186
425,1187
2045,1188
1701,1189
631,1190
847,1191
1204,1192
1404,1193
1655,1194
1169,1195
956,1196
467,1197
2007,1198
37,1199
369,1200
940,1201
2410,1202
1498,1203
763,1204
1118,1205
1295,1206
1772,1207
479,1208
76,1209
1410,1210
258,1211
2542,1212
12,1213
363,1214
245,1215
1397,1216
2062,1217
682,1218
855,1219
198,1220
1060,1221
864,1222
13,1223
524,1224
2151,1225
1009,1226
1218,1227
1340,1228
753,1229
1411,1230
1351,1231
1362,1232
508,1233
175,1234
2125,1235
2008,1236
2611,1237
1106,1238
471,1239
62,1240
1130,1241
2025,1242
2225,1243
118,1244
2475,1245
2534,1246
2252,1247
720,1248
2204,1249
2320,1250
329,1251
1878,1252
1580,1253
2179,1254
282,1255
64,1256
602,1257
1779,1258
120,1259
2461,1260
1675,1261
1274,1262
1523,1263
830,1264
1967,1265
264,1266
1560,1267
364,1268
1434,1269
1714,1270
2009,1271
2550,1272
1751,1273
314,1274
1623,1275
1968,1276
752,1277
2502,1278
2305,1279
1401,1280
798,1281
1512,1282
1618,1283
1061,1284
2479,1285
2034,1286
1921,1287
1025,1288
1519,1289
857,1290
1473,1291
1177,1292
1842,1293
1373,1294
1018,1295
2403,1296
703,1297
618,1298
1112,1299
951,1300
1308,1301
560,1302
2328,1303
2233,1304
2582,1305
1789,1306
1825,1307
1307,1308
2415,1309
212,1310
1907,1311
999,1312
291,1313
1575,1314
2197,1315
922,1316
1459,1317
1738,1318
126,1319
1050,1320
1663,1321
673,1322
1954,1323
2202,1324
878,1325
2299,1326
736,1327
91,1328
785,1329
573,1330
796,1331
2193,1332
334,1333
2604,1334
2347,1335
1723,1336
2083,1337
1364,1338
503,1339
1217,1340
1683,1341
713,1342
2609,1343
1171,1344
1821,1345
1227,1346
2110,1347
616,1348
537,1349
1895,1350
2355,1351
1232,1352
1228,1353
351,1354
296,1355
1092,1356
1256,1357
884,1358
2286,1359
1597,1360
339,1361
1572,1362
441,1363
429,1364
2269,1365
677,1366
548,1367
2557,1368
309,1369
1007,1370
1034,1371
1806,1372
21,1373
2532,1374
92,1375
2523,1376
396,1377
506,1378
2020,1379
2016,1380
1684,1381
2005,1382
1973,1383
2361,1384
572,1385
1936,1386
2342,1387
1643,1388
2373,1389
2581,1390
2336,1391
1926,1392
2288,1393
1677,1394
1906,1395
398,1396
231,1397
1521,1398
2058,1399
724,1400
279,1401
1148,1402
735,1403
1508,1404
1482,1405
2615,1406
2069,1407
1540,1408
19,1409
367,1410
315,1411
832,1412
2518,1413
2279,1414
1230,1415
1475,1416
615,1417
27,1418
2081,1419
